,V1,Unnamed0,customer_id,review_id,product_id,product_parent,product_title,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,score,export,Star normalization,Normalization of comment scores,Help rating weights,Help normalize rating weights,Total score1,Total score2,Total score3,Total score4,Total score5
27,91,91,137113,R1F9U7LHF7K0TZ,B00MMRFUG8,127431946,"remington d3190a damage control ceramic hair dryer, ionic dryer, hair dryer, purple",5,1,1,N,Y,my new favorite hair dryer,Absolutely the best hair dryer I've ever owned hands down!!!! I love this dryer so freakin fast it's amazing. Came in less than a weeks time. Very pleased!,8/22/2015,0.25145582899999996, ,1.0,0.626370978,1.150514998,0.058339145999999995,0.7347760440000001,0.774892385,0.709127891,0.8406568790000001,0.6762456440000001
28,98,98,14698506,R36VT59GYKQGCS,B00SKQFT4I,593915883,xtava allure 2200w professional ionic ceramic hair dryer - bring the salon to your home with this powerful and precise blow dryer - 2 speeds - 3 heat settings (ebony),5,0,2,N,Y,Five Stars,works great ! love it!,8/21/2015,0.12085531699999999, ,1.0,0.591727205,1.0,0.0,0.714920498,0.757872818,0.6874591790000001,0.828286458,0.652252359
29,100,100,3200447,R207IJ21PGITYM,B002GQMTAK,955015830,"revlon 1875w rectractable cord, fold & go hair dryer",5,0,0,N,Y,The speed and heat settings are wonderful.,"The speed and heat settings are wonderful. I don't get that gross feeling like it is burning my hair, or blowing it insanely, like with other blow driers. It is very convenient for storage.",8/21/2015,0.299809899, ,1.0,0.639197631,1.0,0.0,0.7290334559999999,0.770537928,0.70249781,0.838578046,0.66847775
30,105,105,11819171,R49CM7C5YRR97,B00006IV22,357308868,conair 1875 watt dual voltage folding handle hair dryer,5,0,0,N,Y,Best Hair Dryer,"This is one of the best hair dryer you will probably ever find. It is very powerful and dries my hair quite quickly. Plus the folding design makes it easy to stash away. In addition, it's relatively small so it's not taking up a ton of room in your suitcase. A win all around.",8/21/2015,0.229214473, ,1.0,0.62047112,1.0,0.0,0.723466064,0.765541695,0.6965652509999999,0.834518139,0.662077029
31,106,106,31892953,R1XV1I003MONZH,B0009XH6V4,670161917,andis micro turbo hair dryer,5,0,0,N,Y,Perfect little dryer,"I love this little hair dryer. I have arthritis and the larger dryers are hard to manipulate. I also have short, thin hair so this little dryer makes it easier to use a roll brush at the same time. I wouldn't recommend it for someone with thicker hair as the heat is not as strong or powerful as an 1875 but it's great for me.",8/20/2015,0.389436481, ,1.0,0.662972446,1.0,0.0,0.736101708,0.7768810490000001,0.7100296709999999,0.843732426,0.676603982
32,114,114,152043,R2FRB34VLWCLYY,B001QTW2FK,328811288,conair minipro tourmaline ceramic styler / hair dryer; pink,5,2,2,N,Y,Five Stars,"I love my hot pink mini-pro, so lightweight and Powerful!  The super cute tote bag is a plus!  Perfect for travel but I use mine everyday.  I didn't think it would be as good as my big, clunky, heavy dryer, but this little baby gets HOT, has a lower setting also.  I have shoulder/ hand issues and now they don't hurt when I blow dry my hair!  Love it!!",8/20/2015,0.428056521, ,1.0,0.6732169990000001,1.318080836,0.123287146,0.7593418479999999,0.7960484720000001,0.7358736790000001,0.856223265,0.705786283
33,118,118,10850937,R3HVP5OZQEH6UK,B000H0XV3G,963066492,vidal sassoon vs547 1875w tourmaline ceramic hair dryer,5,0,0,N,Y,Vidal Sasson VS547,"I bought this for my sister for her to use it for college. it came really fast, she loves it and it's very affordable. thank you. ??",8/20/2015,0.213177943, ,1.0,0.616217186,1.0,0.0,0.7222013690000001,0.764406745,0.695217605,0.8335958859999999,0.660623034
34,119,119,52632524,R1UU61RBM66JSV,B00MMRFUG8,127431946,"remington d3190a damage control ceramic hair dryer, ionic dryer, hair dryer, purple",4,2,3,Y,N,Variable heat and speeds -- Excellent safety features.,"Excellent hair dryer with some good features.  Some of these features seem to be from a marketer's mind rather than real.  It won't fix damaged hair...whatever that means.  It won't make your hair shinier, healthier, or improve your already good looks.  However, in real world day-to-day use it is very capable and effective at drying and styling.<br /><br />It feels solid and well built without being too hefty.  It has very solid cord connectors and circuit breaker protection built into the plug...excellent safety features!  The handle and controls are very well placed for ease of use.  They stay cool to the touch during use.  It has 2 speeds and 3 heat settings.  Low speed and low heat works best for us. It puts out a huge amount of hot air at high heat and high speed.  It has a cool air blow feature which is good for finishing the drying process.  It has a couple of attachments, a concentrator and diffuser, which you may find useful.  It definitely is not portable though it is transportable if weight is not an issue.<br /><br />Hair dryers are a commodity and there are a lot of choices.  This unit stands out in a crowded field and should work for almost all hair drying and styling situations and requirements.",8/19/2015,1.179306126, ,0.75,0.8724973890000001,1.301029996,0.116678293,0.682755378,0.69833552,0.6727943040000001,0.7238767359999999,0.660023696
35,121,121,39371412,R3JGMZZGZ157VL,B00132ZG3U,758099411,conair 1875 watt tourmaline ceramic hair dryer,5,0,0,N,Y,So light and easy to use!,Love how light it is and how quickly it dries my hair!,8/19/2015,0.133379432, ,1.0,0.595049417,1.0,0.0,0.715908192,0.7587591840000001,0.688511655,0.829006714,0.653387891
36,125,125,52803739,R3U9MSW3FCB3KK,B00006IV22,357308868,conair 1875 watt dual voltage folding handle hair dryer,5,0,0,N,Y,Works Anywhere,"Traveling abroad?  Most foreign countries use 220 VAC instead of the USA 120 VAC.  This means that if you try your hair dryer overseas it will work for about 1 second and fail.  This unit has a voltage selector switch so it will work no matter what the voltage is.  Folds to much smaller unit, name branded.  Remember to buy the correct country plug adaptor.",8/19/2015,0.314024538, ,1.0,0.64296828,1.0,0.0,0.73015447,0.771543937,0.7036923509999999,0.839395523,0.669766558
37,126,126,14632198,R2QP950SX68QYZ,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",5,0,0,N,Y,love it,Love love love it. Best one yet.,8/19/2015,0.14909360300000002, ,1.0,0.59921784,1.0,0.0,0.7171474640000001,0.75987132,0.689832212,0.8299104279999999,0.654812658
38,130,130,32370531,R1NM7MWCXHF2R9,B00JH2C3DE,768062995,panasonic eh-na65-k hair dryer,5,2,2,N,Y,Just keeps improving the health of my hair...,"Awesome dryer! I was on the fence for a while but now I'm addicted. Leaves my fine, fizzy, dry hair soft and smooth and my hair just keeps getting healthier. If you are waiting, don't...you just have to try this once and you will be sold!",8/19/2015,0.08049032, ,1.0,0.581019775,1.318080836,0.123287146,0.7319316140000001,0.7714502529999999,0.706665599,0.836234906,0.674273272
39,138,138,45351550,R3DJXEPP8M7OV1,B00MMRFUG8,127431946,"remington d3190a damage control ceramic hair dryer, ionic dryer, hair dryer, purple",5,0,0,Y,N,"A good, no-nonsense dryer.","It's a good, no-nonsense hair dryer, and I'm rating it as such.  Three heat settings and two speeds give it great versatility to do a speed dry or more leisurely styling assistance.<br /><br />I'm particularly fond of the removable filter...this is replacing an older hair dryer that was very difficult to clean.  I'm less fond of the attachments...not that they are bad or anything, only that I've never used any kind of attachments for a hair dryer.  They seem a little loose though, so I'm not sure of their ultimate utility.<br /><br />This does put out plenty of power, and it seems like a &#34;clean&#34; heat without a ton of noise.  It's not whisper-quiet, but it does seem a little more discreet than my old hair dryer.<br /><br />So  I do like this - it's handy with a decent amount of power behind it.  As I said, it's no-nonsense.  And I appreciate it.",8/18/2015,0.430910241, ,1.0,0.6739739920000001,1.0,0.0,0.739372468,0.7798162609999999,0.7135149609999999,0.8461175609999999,0.68036431
40,139,139,30180318,R210GWU074SB0R,B007ROD3O2,614083399,"salon sundry professional bonnet style hood 1,000 watt salon hair dryer - multiple colors available",5,0,1,N,Y,she said It feels like a real saloon,"My wife loves this thing, she said It feels like a real saloon.",8/18/2015,0.102127132, ,1.0,0.586759269,1.0,0.0,0.7134435309999999,0.756547373,0.6858853359999999,0.82720941,0.650554318
41,143,143,7969238,R3QRN258JRPJKZ,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",5,0,0,N,Y,Five Stars,very nice hair dryer and good price too!,8/18/2015,0.192475738, ,1.0,0.610725611,1.0,0.0,0.720568724,0.762941593,0.693477874,0.832405312,0.658746014
42,159,159,33046233,R1YVIVFA1H4AH6,B00440ZZKW,734632472,t3 featherweight journey travel hair dryer,5,0,0,N,Y,Five Stars,Great size and has adequate power...,8/17/2015,0.13839278900000002, ,1.0,0.596379286,1.0,0.0,0.716303562,0.759113994,0.688932958,0.8292950290000001,0.65384244
43,166,166,43445170,R2J8G406040BNS,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",5,0,0,N,Y,Must buy!!,"The fan speed is stable and fast!<br />3 temperature selection is very useful, neither too cold nor too hot for me with short hair~~<br />Highly reommend!",8/16/2015,0.341521044, ,1.0,0.6502621470000001,1.0,0.0,0.732322936,0.7734899409999999,0.706003048,0.8409768329999999,0.672259602
44,168,168,20582824,R3NY2QGY1RPPQG,B001AFFBCG,392681682,revlon 1875w compact travel hair dryer,5,2,3,N,Y,"Compact, Powerful and Easy to Use","I just really like this hairdryer.  In fact, I purchased this item to replace the exact same hairdryer, which I had for probably about five years before it finally fizzled out.  It's comfortable to hold, it dries my long, thick hair quickly (no easy feat), and leaves my hair smooth and shiny.  I initially replaced my old hairdryer with a different (more expensive) ionic hairdryer, and didn't get the same results.  So I looked for an exact replacement on Amazon, and was pleasantly surprised to find it, not to mention at such a good price.  Needless to say, I didn't hesitate to click the &#34;Buy now with 1-Click&#34; button, and I'm glad that I did.<br /><br />PROS:<br />Tourmaline Ceramic technology - emits infrared heat and negative ions, which makes it gentler on hair and faster drying<br />Lightweight, comfortable to hold and use<br />Long cord<br />Foldable - packs and stores easily and compactly<br /><br />CONS:<br />Doesn't have separate heat and speed settings<br />The on/off switch is a little difficult to use<br />Doesn't have a retractable cord",8/16/2015,0.5482416, ,1.0,0.70509792,1.301029996,0.116678293,0.767737516,0.8036733420000001,0.7447621520000001,0.862584531,0.715306557
45,170,170,52925627,R3MJ1HRSNHKFLJ,B00VRN7SB8,253917972,remington silk ceramic professional hair dryer,5,0,1,Y,N,Wonderful hair dryer for my road trip.,"I'm on the road vacationing and brought this dryer with me. I have very long hair and swim a lot in chlorinated pools. That means a ton of showers and wet hair. This dryer works great for me; it is quiet, efficient and really dries my hair quickly. It sn't so hot that it burns my fine hair. The bonus is that I get a smooth textured outcome that air drying just doesn't give me.<br /><br />On the aesthetic side I love the textured feel to this dryer's exterior. It has a silky matte finish that I very much enjoy. Lovely color as well.",8/16/2015,0.645970359, ,1.0,0.73102196,1.0,0.0,0.7563328290000001,0.7950366590000001,0.731587757,0.858485561,0.6998633059999999
46,171,171,26613163,R2ZDX4VBVP18RX,B00VRN7SB8,253917972,remington silk ceramic professional hair dryer,5,0,1,Y,N,Sleek,"My hairdryer was noisy and past its prime, so I was delighted to try this new Remington dryer. It's sleek and it's quiet. It's a bit heavier than my old Conair, but not so heavy as to be uncomfortable to hold. In fact, it has a very nice, slim grip and I like the matte finish. My hair is indeed shinier, as promised. An unexpected extra is that it stays straighter, a real bonus in heat and humidity. I may never use the attachments (diffuser and focused stream) but it's nice to have them. I'm enjoying my new dryer and look forward to a long relationship.",8/16/2015,0.456218306, ,1.0,0.680687341,1.0,0.0,0.7413683459999999,0.781607383,0.71564175,0.8475730159999999,0.682658933
47,173,173,48428870,R2M2LJ7GISCJZ4,B00MMRFUG8,127431946,"remington d3190a damage control ceramic hair dryer, ionic dryer, hair dryer, purple",5,0,0,Y,N,Great working hair dryer at an economical price,"This is a great hair dryer at a fantastic price.  It contains all the elements I have in my older and much more expensive hair dryer.  It uses ionic ceramic toumaline to help reduce frizz and static that occurs from blow drying your hair.  It has three heat settings and two blower speeds.  I generally use the medium heat and the high blower, but I like to have the option to do a quicker dry with high heat when needed.  It also includes the cool shot button which allows you to quickly cool the dryer down in the midst of drying and styling.<br /><br />It has an easily removable filter, which is a huge plus.  I once ruined a dryer because I didn't realize I needed to clean the filter.  Now I periodically take the filter off and blow the &#34;wrong way&#34; through it to clear dust that accumulates through time.  I do this about one a week or so and it helps keep the dryer running well and from burning out.  I have placed a towel hook next to my bathroom sink and I hang the dryer on it.  It keeps it off the counter, saving room and keeping it within easy reach.<br /><br />The dryer comes with both a concentrator for when you are styling your hair or trying to focus the drying effort as well as a diffuser. The latter is important for me as my hair has a lot of wave and curl and blow drying it without the diffuser turns it all to frizz instead of curls.<br /><br />I'm very pleased with this dryer and recommend it as a good and fairly inexpensive choice.",8/15/2015,1.005878028, ,1.0,0.826492947,1.0,0.0,0.784716353,0.820508318,0.761832966,0.8791836709999999,0.732495289
