,review_id,sale_count
81,R2CJ5TXV3GIRDY,
82,R2L4EY0P304JL8,
83,R3MIJAFRTBPML3,
84,R3WP6JWEIUWIA,
85,R2BODWYT9PR3JB,
86,RYOE2GLDD0U0X,
87,R1KHFT5CGKK48W,
88,R2D7WQTXCQ18T6,
89,R2ZYJNJLVR8CP0,
90,R3P9DLH7MBKD1M,
91,RL1QISLPTAI4,
92,R3K2D443JAU9RW,
93,R1BR2L4W12N06P,
94,R3IKOSBYNYQXBP,
95,R3B2XBII0AQEFS,
96,R7GHMJIK7ZYZQ,
97,RL3IWA2QSALS8,
98,R1LD5M4RE6WLCE,
99,R16Q3SEKYGVNE6,
100,R1JYKFIFTON0K9,37
101,REKNRPIWYQC90,36
102,R2UL1AD92GYETH,37
103,R10L8O0TS6FAG4,1
104,R1WS8X1AG8C5MN,5
105,R2M9JER1R33XNZ,38
106,R9ECQ1ZR56HC2,36
107,R3OQ1KN5DVJ89D,36
108,RAPJI82JLVHI1,37
109,R3TC2LG93ZKSXR,0
110,R1ZWVVTCOWDM71,4
111,R2QH24GL108GJ8,37
112,RY4326S1Y1KGT,38
113,RQGWL6FSHWCHS,39
114,R2YLWV5JRVCK78,0
115,R3LWJVDVB6KWCV,1
116,R2SB6J0RPRDTLH,2
117,R1RZY6WFAX3VL5,39
118,R10PK7DWAEONM6,1
119,R2OWZI76PO1NG9,35
120,R3TDTW18NRVOQR,36
121,R3OZD227MDBDHL,37
122,R15A4WHTTFWEI8,0
123,r22z7cyetrmaug,0
124,r2wpamp6c4777b,0
125,r2r6avyamexq4s,0
126,r35dbgrdt3r8d3,0
127,R1QWHQ8TFNMJ40,36
128,R3E0UBBYGRCFRR,37
129,R23DF21WLIID6F,36
130,R29P1XS5DMQ7FY,4
131,RWI2FSOJQXPTW,1
132,R2C1SZLAR10YS3,37
133,R22FBTW1LVP90S,38
134,R17BI1WY8EQY78,5
135,R2C3R2WPMW8XNE,6
136,R3070M1GUMFCBN,38
137,RSLNVGRUD0SAF,37
138,R2YMXF378Y8F4A,6
139,REU14VXUS7CGL,38
140,RC7Y30OR77HQK,1
141,R38UTIHXDTJLZC,36
142,RNFBX2GNO7UDW,36
143,R3LPHRFYN1YARG,35
144,R3L9W316F5XNCK,0
145,R2JYDRY6S8XCW9,35
146,R15VV70DD5Y32T,0
147,R1GUQ9D9ROKIA9,34
148,R3NR7YX26QU15N,1
149,R163LW970AY27D,27
150,R3I90C5MG6JQSH,2
151,R2HYWHBN8MWANW,28
152,RC1V9WJOMJ17E,28
153,R1KA167MA5TX0B,1
154,RIH1YQOP3DBXC,0
155,R189SLGHXGGHE0,26
156,R1T6P3VLB0KK58,2
157,RICLDNUBRB4ZZ,1
158,R12TRBRT2TGCTJ,2
159,R2X69W4OFW9TF0,1
160,RWN0SBTAQZ2EI,1
161,RZWZLCI38F3WA,2
162,R18RK4AMZPKAT3,21
163,R1L8UQWDQ97S4Q,22
164,R1LZARCZY8L7MS,0
165,R2XK3M2NFIM2FO,4
166,R2X6QIO45VVIJS,22
167,R1RWUZNR4OCN0L,23
168,R2H26J3O0ED2Y6,24
169,R28SDES59I6W9Z,25
170,RBBLEFG4QUYJM,26
171,RLL0U047K7JS3,2
172,R272H0JXKQ9X3J,24
173,R1TLN21I325FS5,25
174,RPOYPOP5E2VQ6,26
175,R2ZLYJVWQC7AAO,27
176,R22DA3Q27Z30AI,28
177,R31XQA3VURA579,27
178,R1541OS04QRJ5C,27
179,R2570ZHCI4D5R9,2
180,R2PATR8EL5FJC7,26
181,R1061QYUBNR3EC,26
182,R2K57TO4G9FC9C,3
183,RY5ROV01NTKD3,27
184,R1R0UN7M77DW5A,28
185,RNUQ2JDMH8QHV,27
186,RK5D50840CCAE,28
187,R122I01R3SG3YQ,29
188,R10J20RIZIRYPC,30
189,R20U165C43HAQA,3
190,R300ZT6T6O9XBW,31
191,R1BC3E2QS68XXX,2
192,R1QJVNDARZR0P3,31
193,R2A0554RLEXC1L,32
194,R3O9NNGYOCY2Z4,0
195,RWPICUU5Y75N8,4
196,R1OBGOWZEHPYK2,31
197,R2ZNL13RMQRWH6,1
198,R3KXSH8GS72ZHR,1
199,R205I5IVIPNKWB,32
200,RJGT5P2IVO09N,3
201,R109GLOGRQ2E5D,31
202,R3O8C1BJYKZ6Z5,4
203,R8B773YIDRE9Z,1
204,R3FKOBEPUG4D57,4
205,RA40MJPJ5L90J,30
206,R16LCB3C22CDEE,31
207,R1D9P6NZGXRTZH,31
208,R29H2P36FDDCQZ,32
209,R6K84574GQB7A,33
210,RNHJCWGCXCYIE,34
211,RCHSF6V062F0K,2
212,R3LLUXQC656K33,3
213,R3UMLQR0WFBJ11,0
214,R2KLJXKH63Q79X,0
215,R22JV9UGDBU4T4,32
216,RP2MT8N1SZ89T,33
217,RGDMD4BTMC6F0,34
218,R3QIBYTTC1BM0J,3
219,R3KM1U52ML5ABN,34
220,R6ITZ4QZ7PPYN,4
221,R1TZD1QDCSTKZ5,31
222,R53D680LOUMGG,32
223,R2WGYPT425ZGI9,0
224,R3PO0FS6U9AYH7,5
225,R2HS70FXJIHJXV,1
226,R3AYE2KD858HU2,28
227,RK5MFV1Q3CD08,0
228,RYAK6FMQP5OIZ,26
229,R37QDZDVNK1DDR,27
230,R2DOL1YP03DBIP,28
231,R30L5ZFH38L1TP,0
232,RY5ICOYO22ZKI,26
233,RTWQDLKBEHP2G,1
234,R3J1816Y5MLS2I,27
235,R1J29IXQRJ03ZV,1
236,R1BERN7QTAHPSW,27
237,R3PM6B8RRH94P4,2
238,RV4OR1L3WDVZ9,22
239,R2WU5EROQI8HNF,23
240,R24KITNGJ7X38R,3
241,R353RGEUI9DIJ2,24
242,RHXIQ5HR7R8D7,0
243,R3SY8YT8TX0HD4,1
244,R13TGI03PCF3W6,1
245,R22IK2YT8XQ2JK,22
246,RV9OLDPTXJN14,23
247,R20BVQVU5U21I8,22
248,R1EZTMPMRTJUO2,1
249,RKIU8M23KE4O3,0
250,R1NRJ47IB2OOB5,2
251,R1ZO5T5N9H5ROB,19
252,R3F8SDZZ42Q34W,20
253,R3UYZQN5HCQV71,3
254,R21R3WW9OCDVYE,2
255,R226MHGWFL43AZ,21
256,R2V28UNWER4583,22
257,R6FD8HQTSD88O,23
258,R1RRNK68CSBBOE,0
259,R12T6MQ6SMHAPK,21
260,RZKJ9B5Q749WA,1
261,R2IY4CE8VLPTJJ,21
262,R30S8EQAXDPE0T,20
263,R2PXZLI7HVC2KJ,21
264,R28A4J68L184B3,22
265,R2OTFWUC33J2RK,1
266,R2LHZYSUVJ0DIY,0
267,R1Q1DMVAKV0PA3,23
268,R2IC3QN4JJ67P5,3
269,RERRISE94H2O6,2
270,R3VOJK777371YN,2
271,R1EQR7AC65MJ57,24
272,R15DW8TP6PYKXQ,3
273,R314F1DVRDWTTF,25
274,RL8B72WJEZKUO,26
275,R1DW6NVZ10VBWE,27
276,R24X384TUWR84J,2
277,R18UEDTIGLZFTD,0
278,R2LXISLVU03D1O,3
279,R1DBTNDRNHJEU8,24
280,R28ZKVUHCXI34I,23
281,RBIGJW4HRXE4V,0
282,R24043XL4797KY,1
283,R24810Q3ZRRTLZ,0
284,R3F2LCNNLVDE71,1
285,R2OQYLSLE5QE9P,4
286,R30DTC8PFT3O6M,20
287,R2XX5W3PADIA88,21
288,R275TOKV40U353,22
289,R1LAM8T6FGKZF1,23
290,R3KY22KCH3IL7K,24
291,RTN1JHWIWIGYK,25
292,RJWLU4GT90TD6,0
293,R2ES60TLKTNJLK,2
294,R3P25JARZNPUV3,22
295,RVDX6AYTINO2K,3
296,R3BAG7DY4PV1OW,23
297,R3O16Q0LZ2T497,3
298,R32RZI4INALUXU,22
299,R7WJTGGIOFYCJ,4
300,R3UOMD87R27SOU,21
301,R1IIRAVJ75JJHT,22
302,R3GBJN6A9T1M1A,23
303,R2HX4VASQC4S8Q,24
304,RYFTIY71ZLBU3,2
305,R3US9T9SV5XVJV,24
306,R3NEWCLWGNYI74,20
307,R2SUCD2ILVP5XE,21
308,R36SQGV2X26IVN,0
309,R5DUDM9BGDJTZ,0
310,R1F5WMR0SIGLRE,22
311,RSTNC7KGUHSJ,19
312,R2R92PF3UWNWKO,20
313,R1LUIK319MP35A,0
314,R33R55NIDLQZMQ,21
315,R4AAJRGYV3OKA,22
316,R17TH7PVR4TM4P,4
317,R1HJP9RNAZ688V,1
318,R2T0XBD4RSMGZT,1
319,R18AHFHNVF3BKI,21
320,R10KDGG28D2M5I,1
321,R34O5JIO61UOG5,0
322,R3L148PUUTGR8N,2
323,R14MDQZZSTRM97,22
324,R1TWPAWD4N2I1D,4
325,R1UDVY5L6LM51D,23
326,R1GPOMHSJDCT2G,24
327,R3205ZN0LI4C59,25
328,R15H4EC365J21,0
329,R2LOFMHIL5B0C4,26
330,R20MF1IPAUS10G,2
331,R1FGHIJOETM4QM,27
332,RXK69A0SHFYMY,28
333,R4VOAPDEDOYLA,28
334,R3W50NWLVM311T,0
335,RRN1O6G95PH9J,29
336,R2D8LGAK7LW3Y8,29
337,R1IE03WRE7N20L,1
338,R2KF3RP4ILCMXW,1
339,R2QSK9S8OO2COA,26
340,R3OYCHU8AITB8Q,27
341,RKVTRTJME5GSH,1
342,R1FX9FJTL3SKKU,28
343,RQ4BWGM9C7S4X,0
344,R2CS1DK8SHU7IK,29
345,RUX3YUVHRY7ID,2
346,R2WOAM132QSGAG,0
347,R3SWCZU6HPQ4MA,30
348,R19KUMCS9B61IS,0
349,RGVWLBLQ9CARR,31
350,R36RH0803WBM0D,2
351,R2MM2GASVMU6DN,2
352,R2KYRF005TAK5K,32
353,R1DA0X9P660JV0,33
354,R7CSFIE5ME0NX,3
355,RMQ7JE4HHFXRP,3
356,R28MUTG29WSVU6,34
357,R1QCGKU2JCNXXH,35
358,R3Q0YJO5WH53HW,0
359,R2TJ8SPN7GVVLI,34
360,RMQ6JLV9TH3LU,4
361,R30KC5ZEJG9TRT,35
362,R3EZENT0N48ROI,36
363,R3V6OMOV1YJYWM,36
364,RODRVH0D5O4Y1,37
365,RW0BV0NWX3BI0,2
366,R6IOL603H6OWL,38
367,R1X32OW8XWCN3I,39
368,R1CCDUX6ESZE3W,1
369,R1JY0FULUX4717,37
370,RA7XJFBG15XEM,38
371,RLD3MDTUH5POL,2
372,R2Y3RT6FZ372JY,3
373,R3JMFOQAZNAQMK,1
374,RDSIVGBD06FP3,37
375,R20WTWZIDBWTNC,38
376,R2Y9U3WYUSH1FU,39
377,R2VUWXZU6PFI61,40
378,R2EFYS7OEWYMLA,41
379,R3CE7QSSDHWU4F,42
380,R1OPXB0I06ZM2H,43
381,RERJ8U7YRMV38,43
382,R3BGW6DVK6DVJQ,1
383,RU4ILCDH2GN77,1
384,R1HDJDZIOFW0E2,44
385,R2QF8YVM9PILYM,4
386,R37CV45NTNGNPS,3
387,R1Q8QHHF6K0MUR,43
388,R17VC20TMVUV1C,4
389,R12XAO2OSWL4T,40
390,R1ICCARX4FQ073,5
391,R3LTWVFTLXF642,1
392,R2G01Q2XFEUQXG,2
393,R34JAM3HNTPDP7,37
394,R1I5NTQEECERUX,2
395,R251LAVFUFQUOL,0
396,R22H2UYZ2P039T,32
397,RI5T2SKQXJZO9,3
398,RXY3GG65JPRVR,0
399,R3AZICL3DCNMDJ,32
400,R3K7SS177DHQ3V,1
401,R1P0RUB8X7EAP9,1
402,R3QEJQD1OLMBIA,33
403,R212TLAXUN30WQ,3
404,R2DTIT2XOPU48M,4
405,RVLICW4HJN2QX,30
406,R2YB7J4QPP4Q3P,1
407,R3J01KRMP5Q95N,1
408,R3U160NGKTVW49,5
409,R1X5MS0IJF1QUJ,0
410,RFVE5U32PUANZ,6
411,R9A89T35VZSVW,0
412,RD7MWCARZKA5Z,1
413,RWEYS327JRKC8,30
414,R8Z5VK8T7746S,7
415,R1T7C1C9QJ1UJK,0
416,R220VI34BLHQZN,1
417,R1C5GDOVP36K2Q,8
418,R3QVPNZ7G9X744,9
419,R25NSG24NM4TLD,10
420,RBHH2L95OZW8P,3
421,RIQVMACBRZG8Z,3
422,R3OXRQSF8KA6V2,0
423,R2V1NZ9K72YZTY,0
424,R15DFE5IXAS0A7,19
425,R32Q4TIVG1CAE,20
426,R7T8RO1XTKJMB,2
427,R1Y0PL5JSMUXUW,19
428,R2RGPYLCO7C29,20
429,RZ6K9WIAUBKTM,21
430,R3J420DNBE2OU,22
431,R5G7G1CFWENZ8,2
432,RKAYI062NRTTI,4
433,R2CL5BMJ3G940Y,0
434,R1PG1C43UYBR77,19
435,R30K0MQUHTA0VN,20
436,R2BVMM786J3OCI,21
437,R37P5VXL1IEU13,19
438,R3NJ2HXZL08I7F,1
439,RX1ZUVGBH3HKC,10
440,R30HHT87LEQ58T,10
441,R3ROW1FM562STG,0
442,RG0QA5RXVTVO8,2
443,R201TOS3D2FR4,4
444,R3L2W1D54JWICW,11
445,RQH0B0GRUXI9N,3
446,R3NYXFU74T63Y5,16
447,R5YFC5G8V2B3I,12
448,RQBGUU0C58CV2,13
449,R37VH3ZT32NP6S,14
450,RZBF1BFVYHT6L,16
451,R1KO8SKTLRRMJF,17
452,R1EZV3UO6LP33L,14
453,R3HIDNGO09OAVC,18
454,RVINJTQFRD1JQ,19
455,RTYMVDZN8JSVL,1
456,RKXNZX22HQZEE,1
457,R2B2ASOMKPG2Y1,2
458,RPNCLJWGOLNS2,3
459,R2PYJM9JEO9E8X,3
460,R16TWDB4H6WQZK,17
461,R11ZEQ1YNUORO8,18
462,RNU6IDOP7BV0Y,1
463,R2T6PILHX8VPIR,4
464,R261M5U6WLRFLF,0
465,R1CNON69VWOU0,5
466,R5THFZT2H51RX,18
467,R32PTFHFWY9S1L,0
468,R2A8RKJ6X71CKT,19
469,RTSIB49LN0D2L,6
470,R2PFXY2EIZMD3K,19
471,RCM91KQW0NCCG,20
472,R25XMDAE573J22,21
473,R2K45IY0NO70ZI,7
474,RVRMVCPZKM9PT,10
475,R3UH2U55T1ZSA4,22
476,RK8P69Y6XOLSZ,8
477,RSWCOK46I1UAU,9
478,RIVCWT3LM0G2E,2
479,R3IK8LUYPWCU9H,23
480,R32OZOWQJ0FHI1,24
481,R1YCDNKNNDS7W,0
482,R37RXWJQ6Q4EAL,25
483,R14DIBP09XNI5U,1
484,R2VLGWA3RDFYJZ,1
485,R320MQHTFW6U61,10
486,R2NOED2XUPTMI7,3
487,R23S0G0SVPC0I8,0
488,R9MZ0TK5X4RG8,3
489,R1V8PH2CAJPJYC,0
490,RC14CXC3Q9WKX,20
491,R22040I6BN2SC,18
492,R2J4VTUI1XQN0U,19
493,R2OLO7UMMUEW0K,20
494,RJNTR3P11PET9,20
495,RA7T9DL1KN5HL,11
496,R3D38NWGN3FIJ0,21
497,R1AFAY6B0JXKY7,7
498,R1GEZTNGMZPBDV,22
499,R2B8PKDAHON0Z,1
500,R36THGSJQMXR8N,7
501,RPINQU6EY687P,1
502,R36YDBEXGFB8T8,1
503,RJD8L4SVUCRIH,23
504,R30CS2D74HKDNN,24
505,R3502XBDHL0EOI,20
506,R2T9I2WBUVXEPY,21
507,RR92UT5QXQR96,0
508,R1RP5STHB2OSLK,22
509,R24IUFY6ZMRKO4,3
510,R1E7LAIG3WUF9U,23
511,R14MS5UL9B09MX,24
512,RSR73GAU4K6VY,0
513,R16ASFCV1UG3HO,1
514,R34PFW1NK782KD,24
515,RPRAMCCSPBW7X,1
516,R2IQMB4IO2ZIL6,0
517,R1ES7WGUKUODS8,24
518,R1IUX33P1ZXF78,1
519,R2RVO54YYW9VOJ,0
520,R1NJ9ZP8WVOQH4,1
521,R2SEYAMD3EGFUL,2
522,R2MRNNN4E3C2P7,1
523,RMG9EMNMRHPOR,3
524,R1MRDVL0P65HFI,3
525,RKG895EF1NXPE,0
526,R2UY73I3Y296QJ,2
527,R35BI4RK0JRYHR,16
528,R31824NSOE06LB,17
529,RTJBKRG86OEOQ,18
530,R26GRUQ3SQJZJI,2
531,R1A7M9YQAGFXC0,1
532,R2715IV60MQSPD,2
533,R3RM4W5PQ61FWQ,18
534,RLFHMXRCG4MAL,19
535,R191UTQHZRDB7U,20
536,RVIN3PS40RVAE,1
537,R1JK44UXHWOB3S,18
538,R23YM24GPNN5V3,17
539,R5AX9X99RCCSC,2
540,RZ1H6HCKTGNR,1
541,R3GRZUH0EEFPNU,3
542,R3W41W58K5BISA,2
543,R1SAT8I3TVVXX6,1
544,R2XOVDFSKFIZYJ,3
545,R7FA2S2WZXHJZ,0
546,R25AEIQOP6BB7P,15
547,RNQKFQI93K3T5,0
548,RKFGPOTYPMMAY,2
549,R1KXMZ0AOEDSQ1,16
550,R3KWKUM95ZIOCH,15
551,R28JH775JUNIN0,15
552,R1H0L2K5JDURIT,16
553,R2GRF9L739XZSA,1
554,R2JZ3WH814K1X1,0
555,R1RE14X0O17W03,1
556,R1O9JZT0SCK2RM,4
557,R25TN3V6W276K4,1
558,R112TXSCHBN0UK,2
559,RO50NAC801KAD,13
560,R25GYNC1L2253K,14
561,R14KFYLTL09W8D,3
562,R1P9J9HYTBXW8H,1
563,R3QHDRF7901LVO,9
564,R15YJ9F8ASYTDQ,0
565,R1L55OY9R091PE,9
566,R1NHNP6F6NPM9A,9
567,R3Q3TZ4X7UY8YV,10
568,RVH3DC3GNUPDU,1
569,R1JAPPW9QOF6QK,1
570,r2blimsd1vkypv,0
571,r3f3mpl1hcrs50,0
572,R3K22J6XS6HTEM,0
573,R3C3R8VNFE2IO5,9
574,R2OGIZUC2S11JR,1
575,R3CQ8XG5E0ZGTX,1
576,R2U1JLZVQ9LLV7,1
577,R3V2AG6LMV2T3E,7
578,ROMVEKIPI4VL3,8
579,R2S0VDK666BMFX,9
580,RVUBAGLBR2LE0,0
581,R2VQZMF96BI5KB,8
582,R13UQIRMF4A3HY,9
583,R32SYN8FBR7AS1,0
584,R8PLGHH8KPBS9,0
585,R2I6UFYNI14HCE,2
586,R13CFSYILSJG0N,10
587,R2PY5DX7X2ZCHW,1
588,R2VS5U36BIZB18,2
589,R23036MN9KAAPS,0
590,R2DSVF1S5LKKKI,11
591,R2MPNF13C4S6Q9,1
592,R2HF3YU3JDHWO8,10
593,R1MT9C1H122ANO,11
594,R3DM0ZTAKBIB63,10
595,R3SBO9S7I5CVX2,11
596,RPUGWP0LCC28K,12
597,R2KFL3P1EFTHTJ,13
598,R1JWFHW000EXOJ,13
599,R21ZHN7HZQ4DT0,1
600,R125HPYFQA8JKV,14
601,R29V2MIP5U8S8Z,0
602,R16V54BMMQVX29,15
603,RYDRY2GX0USZV,16
604,R1RGAFRSVLSSSX,0
605,R2EAH2FUVZ71JB,0
606,RZKM3551JXN69,14
607,R2R34MPQP9G5MD,13
608,R1WR75PSD62OOR,2
609,R2N85EZCY74DGM,1
610,R1SK73HDWIV2ZJ,0
611,R19CK8VFWCUZG,13
612,R1AAPM6CPT575Q,0
613,R1ZW5IK60I5UKH,2
614,R24WXOHCH3DPTT,0
615,R14KLU6IY5CNTL,0
616,R1V2KT1FCF466O,11
617,R10L5LKFPRBOV7,12
618,RVEIBNEAH17P4,0
619,R3CU5RD6Q0ML5T,1
620,R3QCD7ER70ESKO,0
621,R2IXO20AEH99OC,1
622,RBD01D4YPZVWX,11
623,R30DKM7GZ7L0L5,10
624,RJ9P1K599OVVI,11
625,R2VP9M9V6F1WH2,3
626,RNLNH2HXF98MS,0
627,R1Z9JF4GYQ50MS,0
628,R10MD4PFSKVX1T,0
629,RB8T19OI7RZK1,11
630,R1C0VG5UIYP8UX,1
631,RZKGNEMPUEKMJ,0
632,R2AKNCV4GRO3HY,9
633,RLBFS6RM93UUX,9
634,R3OVEUJ55AKNG2,9
635,R1ZRMHQTMEVEY7,1
636,R2YXQUCXH8M3NC,9
637,R1TS0D24NLO0SL,2
638,RPDIG53UR875Y,10
639,R1M8HRW94JOBB1,3
640,R125EO1WML3JBB,0
641,R2FM5MI8H9AFFL,0
642,R87XGU53ENGPW,1
643,R3GKYXOQ3IS5CY,1
644,R23DGA5HMNMCGQ,8
645,R172GJB6UWYKD1,4
646,R16S8QG8W87YT9,9
647,R3LKXXAXVAHXXZ,0
648,R30Q0MGNLN8GBJ,2
649,R5LPOEAPJSGJ5,5
650,R3J433F01Z7LY1,0
651,R1LDDIRM4VDPYI,0
652,R1BNDVB6UBB8MR,8
653,R2HOXHYCN5R6F7,0
654,R21EXUDSDGHA7,2
655,R3HSOTM59MM0MW,8
656,R12A4KLY6CDPA7,9
657,R1DCPHU8TZLMJ0,5
658,RGT7RTQ9BY8O4,3
659,R3LFQF7CCRYE81,0
660,R3CK4WCJW9G7NS,0
661,R13A2T7MHMCVBV,1
662,R1CBPEKYJ8YQPP,0
663,R1SUYQBE48R0R1,6
664,R2ZID0KPYT8NHV,0
665,R2J9FNO7ZSV51R,8
666,R39SV83ZZX24XQ,9
667,R1UTWP9PU37A1F,1
668,R16NKY9THARB9J,0
669,R15L1BJWZE6NTU,1
670,R216OIG9RINLKW,4
671,RDE458XLZBFN3,7
672,R1LE2V8ZGC3JT7,4
673,RWL0C2S2APZ0N,0
674,R2CCQL8HEC4KGX,8
675,R1Y8UV8AFJLV2S,9
676,R1S7IYPO3CZQDV,10
677,RNVY5R2BNW5O,11
678,R35FNU4OLOJDDC,10
679,R344SJ8QI9XE4K,4
680,R3QDY2Y0WMA80X,11
681,ROKFZ3TGQAGPS,11
682,R3BFAGWWN9HZLQ,12
683,R1VVUOLZJ2EI5K,0
684,R17V8HQCTYC9EQ,1
685,R2QS9OXNP765ZU,0
686,R3QXYWV13X4XNK,12
687,R17AUP7F1PQH3K,12
688,R2LQ9AN9SN4Q95,11
689,R3K7EPUB47OUKX,1
690,R159CDY3VD5V1U,1
691,RZDX4VRVCUOCK,11
692,R3SVLXRFJREYOB,1
693,R35TMYU4LD2CR9,12
694,R181310HTR4STE,0
695,R1H89PGKKH9PWQ,2
696,R1BB5LG9D17Z1P,13
697,RQ94BL1Q67FWI,13
698,R1A3SRGF8ZAK4I,0
699,RXG7NJ14D98OL,0
700,R21BN08F2OOJ6O,2
701,R2I71MWYPLHJD3,12
702,R3UX81LSF2GQHL,12
703,RM9NY2AHOG368,12
704,R2PFS5N7UBE31H,0
705,RFNQJ0WVS34VV,12
706,R178NJ9WHK671F,0
707,R2XUOZR17OJ3OU,12
708,R2A44J4L9Y2NQ2,12
709,R3DIZUZ7U7LV4G,0
710,RCKL3MTDQJ3FQ,3
711,R1O7G248093XFY,1
712,R177R75K29EUIY,1
713,RCV3R5409QR24,2
714,R2921ZIPUR73AM,3
715,R19SQ1E4S86LPB,6
716,R60LIRFAJTG12,0
717,R1LKB6Y1BNHZZ4,3
718,RDJZSFU49LKTB,0
719,R2FJGSWFLBKLVC,0
720,R16S72WAGG32VQ,1
721,R36AWYQSHE6V64,1
722,R1R7FCC6RUFC6M,0
723,RIG4F50FF9PTM,0
724,R39EMURUYCKD4L,2
725,R3FVHCAHOYFNQL,0
726,R8KIDO4F6QWUE,0
727,ROFXLE73ZKI90,1
728,RVDJ44B82LWMK,1
729,R3VQRYWO7NXH44,4
730,R8JRYROQQ1Y5H,0
731,R1CYMYCNEL4YO0,3
732,R2CL10HTXDZJNS,4
733,R24H8XBLDMJVRC,2
734,R22R0UEDVGUFO5,3
735,RTLG4YUK983WM,0
736,R20XPZ0F3PMWFO,1
737,RUNP0W14HBUKB,0
738,R1LYNXQZTZTT4X,4
739,RW0AEPAC3XAM4,5
740,RMBJCZYAKB6E7,1
741,R3SO343054RW5Y,4
742,R1WLIDZGC92S7H,2
743,R2WTZZDXA2D1ZX,1
744,R2UR88BPVO78QI,2
745,R34F2VFYJJ4UMT,0
746,R3O3RVLFV1V618,1
747,RL9TG808Z7ODN,5
748,RVI65OY16DXTS,6
749,R1L0N2TZ286180,2
750,RXNUQB0W9W8QE,3
751,RC1Q8FR5H4W6X,7
752,R30WBHAZLRK50N,4
753,R1NG8R3QR942T5,8
754,R1KJNAE664M9QZ,0
755,R3BFX3YLOCU7JK,1
756,RLG9RZ63N1LCP,3
757,R29SFO5NUUNR67,1
758,R3BXLL7EK43Q2L,8
759,RC0EZ7O95UEU6,4
760,R14FIJZSD3YTKU,3
761,R1D0GYZHUFLTUH,9
762,R3QDJ22DMIFWD0,0
763,R2R0Q1TK8OOKRL,1
764,R35I3RETO99ZYO,4
765,R1E4LIGOERRALZ,5
766,R2FV2IRFS25EOL,0
767,R75L3FELRZF01,2
768,R3DB1N7TM3YUFD,5
769,RA52BNOP5RSGS,6
770,RDMEJ35HNGDW9,2
771,R1E870QQGMHIG0,7
772,R15QDMH9BCIO1A,0
773,R1S1P0HL8FOTK9,0
774,R1SWYOR5NMC2IL,1
775,R1YD2YPDBAX3XH,1
776,R3QAYNVKOBFL3F,5
777,R1M4XTLS090SFH,2
778,R1W99WVF5JEK9T,2
779,R39RXQLH8PGL35,0
780,R5J87FRLU1U8R,2
781,R604ISO4MZRYH,0
782,RW3LUJP65YQ6L,0
