,review_id,sale_count
77,RX4KK6EUQL2UU,
78,R2XBF2DRY15JIU,
79,R2NIAGVHHIJBYH,
80,R3NYBF74UO3OLT,
81,R1PR84OBE7Q3KM,
82,R1EESPDTO6C4EE,
83,R3PLPPJMD961Z0,
84,R8X1RMK5JDGKM,
85,RIGRO8YAV5XL6,
86,R1Q31WY7K8V9JI,
87,R19CPR1IAL5XFP,
88,R6SBBM9ZB8U9W,
89,RUYUENHPSLBUL,
90,R2ULR8J582ZZ07,
91,R1F9U7LHF7K0TZ,
92,RHF4JD5B0L6D0,
93,RJ4HTF6UC3JGC,
94,R1D72NF092PCWS,
95,RGVZGNOFRC020,
96,R1506FPZA7NAQR,
97,R187LAPCJM7V4J,
98,R36VT59GYKQGCS,
99,R2MZ0FT53TI9TL,
100,R207IJ21PGITYM,
101,R2CK11D0ILQMVU,
102,R399N16CXG9PT2,
103,R1PLCZJDZBCRD9,
104,R1YTXAE8T6UW7C,
105,R49CM7C5YRR97,
106,R1XV1I003MONZH,
107,R1H4LZNN7KLR95,
108,R16USAHLLXL1G,
109,R1V6FYMJU478XS,
110,R1LACW8CHA9EFR,
111,R3QA1QFU9S539H,
112,R2UITL03LISL5B,
113,R3FG3MTAK0NEOM,
114,R2FRB34VLWCLYY,
115,R316MKHZLAM8SU,
116,R3UDNY7MS25YUK,
117,R36TL21WUOSB62,
118,R3HVP5OZQEH6UK,
119,R1UU61RBM66JSV,
120,RA5LX3D3TMOXL,
121,R3JGMZZGZ157VL,
122,R3VNDUASP6N0Z9,
123,RD8D4BH6JSOVK,
124,R1GHTPX91G2NAU,
125,R3U9MSW3FCB3KK,
126,R2QP950SX68QYZ,
127,R207XVWE53FV0O,
128,R3H4UAA6ZKS3NB,
129,R1T0RWN3BW405D,
130,R1NM7MWCXHF2R9,
131,R3SKWR23KH1QPA,
132,R1VFE2X5RAPWZ,
133,R1MLIC8RWA5SQU,
134,R1ZRF2TKBU3QHG,
135,R2UBE6B90YYGJ6,
136,R36J7XQGK773PO,
137,RZPYFNFRDVJC2,
138,R3DJXEPP8M7OV1,
139,R210GWU074SB0R,
140,R3RI44VDBL7VV2,
141,R1L1XEPY4VKLQS,
142,R1M07XWDQ6WX7P,
143,R3QRN258JRPJKZ,
144,RRMBIV919OM0G,
145,R22VIDOXE2PYLS,
146,R2D99YJ18OUBRU,
147,R1W7BTEX3JEZMH,
148,R2U055A6I1X225,
149,R3F1WC765VILDD,
150,R2K6WNOJGM7LB4,
151,R1MCHN8CAET370,
152,R11O7ENEWWLLH3,
153,RB2LW61J0SOH7,
154,R9SCI80QUSW9K,
155,R1JV41KM7KTIDP,
156,RGAFV01913DK8,
157,R1TAYGEI12BB2P,
158,R2JCLV2VBASA0D,
159,R1YVIVFA1H4AH6,
160,R347OYE5NGYX2R,
161,RHXHE5PZ138KX,
162,R3M0WYRHB0X911,
163,R38XQFY2FM50T6,
164,RPQX8U7TZ2JPB,
165,R24K26HS4HRTZI,
166,R2J8G406040BNS,
167,R2VG5HFLMOI9SN,
168,R3NY2QGY1RPPQG,
169,R239WG6NZNVP7J,
170,R3MJ1HRSNHKFLJ,
171,R2ZDX4VBVP18RX,
172,R1UBJXGXL32M3U,
173,R2M2LJ7GISCJZ4,
174,R5ZGQKKWM8EZK,
175,R3Q1FG7H6RV3PX,
176,R1LU6MAM378SEH,
177,R3272AX2WU9XI8,
178,R25JPULLFQ7YPQ,
179,R7NWIOCA5RVPR,
180,R19FEVT1FQGVEA,
181,R1334SZ1MRLOV1,
182,REZY6JGJ99RDZ,
183,RTKNIPZHVDFQW,
184,RYDDWEFO1455V,
185,R4RV6DTH4PTJA,
186,R1HI1ZGO71ZCZ7,
187,R29JDZDNRBCLAS,
188,R1IEQJ6F4A6VKO,
189,RUG3DDTLTMQG1,
190,RCY2135PRE9JT,
191,R3M90DCSHBOWIQ,
192,R1WH2H57EIAU7E,
193,R2RH9KLFJQKLUB,
194,R339QLE6WNVRB7,
195,R2B9QG5L6SRRKU,
196,RLBHOI5D7LZN8,
197,RPSB8A2MPWMKT,
198,R2BCC54Z1728KE,
199,R1EXTDLM1DGFS,
200,R1O1F7FXVKWKHO,
201,R9SYX5GRRW5VU,
202,R3680KPSRU144J,
203,R273B5V02ATC55,
204,R2ZEP7M26ULTB,
205,R1V0QYK52DC7LC,
206,R3GZRC0SV9KEUG,
207,R1Y4GQ0H81YIET,
208,R2BX3EK1PH98LB,
209,RVVD40C36Q50N,
210,R2FSGPRB45J8K8,
211,R2TU2M9ODDYSIZ,
212,R1B0RWNKK0FP61,
213,R1H1VYSIGIND73,
214,R3UIE5LA6NLA3D,
215,RM6B1HYRNT79M,
216,R3C4T6SCRAKR58,
217,R3LP5IWK66E8Y7,
218,R1KMAUA78ITFU1,
219,R3CUR1CL71HWTB,
220,R2TR30HBEZLJUS,
221,R2UAKL912JZ63U,
222,R2QGRRY5GGQIOT,
223,RGMCGHXV7A8RY,
224,R2HWIG82MLBIXZ,
225,R1TB50UUBFS3A0,
226,R1JKXNK0RN1EIL,
227,RI8MLX2UIJEZU,
228,R2S8YOX0S264S2,
229,R1KFKEPWJJBO7V,
230,R1E6O5NPDOELVG,
231,R12ZN7PRTLVOG4,
232,R2W7CLG17TURB9,
233,R13ZUH6W7GNTTI,
234,R1IMDHNZGXYY4D,
235,R39QJB50NMGU41,
236,RR5W1C13LUJ1C,
237,R2AWTYZ43AR28N,
238,R23628CKGV10AK,
239,RICRO0QP1FGKN,
240,R2ET1A8LOF7J56,
241,R1QDB4DKGTCLQG,
242,RWBMUZGYJ803Q,
243,R2TX0BE5LNN8S0,
244,R1ZPVD3PJCOXS5,
245,R1NAFRGI2EQW79,
246,R9TC8HPZ4DTGF,
247,R2U173ORAYMBIL,
248,R32LLHBVBFUQY4,
249,R31M7EJT4TMHFX,
250,R3VJX4N2SLG0CP,
251,R2FPQ92K24UNVX,
252,R1I1MIX2QITKEY,
253,R7DGK9I2XDQ72,
254,RXXG1R9SUIMM4,
255,R228TJT2VMBC0Z,
256,R2I6PFWHZW9PHL,
257,R3N8K09VRRNMUE,
258,R2SJEJIV95IZ76,
259,R3H3TMOI1A270W,
260,R31E3XA6RNPRQ6,
261,R2TW4FSXQ60M75,
262,R2W7Z63EKT2DV0,
263,R3BK355PT51Z9N,
264,R2DWGQKFHRHIAA,
265,RWE322P2UWVFF,
266,R14TJUOG8P90JC,
267,R3F1BEEFLSEB9,
268,R5RT5T7OL37NR,
269,R15121XDJ0ZIHH,
270,R2PE3TZXSV3DF,
271,R35TQMIS4SHJ4O,
272,R34L4H8TBEA35M,
273,R2VM4AYAQA8VQ,
274,R1GFM41CZLHSFD,
275,R1F6HULQSTFSXG,
276,R11PPUKKJRTLNM,
277,R1U5TN3CQMA3E8,
278,R5B9C1ZJYZBUK,
279,R30IT42Y73N1CH,
280,RUBTJESA3UCTU,
281,RT0J7C76EBK2J,
282,R2W4B15LHXE9VQ,
283,R3LW4NAUWYYNIP,
284,R1WN126DEQYYLR,
285,R3HAHEAXR3OYCI,
286,RCUH18UPT3NHT,
287,RKJUDZRSNA0II,
288,R274LQW0A4KKZC,
289,R33YP325NJVHWS,
290,R1AWWHUWE440I2,
291,R3B5PD1RV0QJ7D,
292,R1H4ALKPZRT3Q,
293,R1W17YN66WG2CN,
294,R1QLQ9JRRUYP0J,
295,RVYH880PISCFX,
296,R1L2RCLPCAN8F0,
297,R8X36JFL5NFDM,
298,R2143XF4P84YKJ,
299,R1QR6R4MXCYKGM,
300,R39O6U6DHMWRVQ,
301,R2DDGV4CPCGTZ4,
302,R297HO7F8OZVKB,
303,R1H5BN2QB8URQ2,
304,RR6808ULQDVZN,
305,R2SFW1WJTYD4OS,
306,R3K8WVSNCMWVHB,
307,RNKPXMWS82AIJ,
308,RM8ZWXXVLYS32,
309,R1YVVLT33XVD27,
310,RNO9CB1IB1VGA,
311,R2MGPOIDUBYGBC,
312,RMYI6R8L5CD0B,
313,R2D2YRBA94G74R,
314,R9OQMTBNC4XR4,
315,R22Q4RFWDQ5V3S,
316,R5N4EI6XUX63D,
317,R3P4RZL5NW2KKP,
318,RVXV17K9CHMY0,
319,R1EIZUJJGL3STY,
320,RLEKBG71OGQNU,
321,R3L0T66LS9NS3X,
322,R3PODKLE0DWDG0,
323,R181NXCOT0F9U2,
324,R37XX9UMWV0KUC,
325,R5M41B4NGVZ96,
326,R3PO0SKI0RF5SI,
327,R3TZQJONM70W7J,
328,R2B10M2L754QIH,
329,R2Y2BWLMN2LBXT,
330,RSRS254DH7B50,
331,R3364OLBI1U03B,
332,R3MIW0NWXHCZCU,
333,R3URXKXF1T47EI,
334,RGH61DYMY8TL4,
335,R3FI14YZ6VIJ0N,
336,R2MUHNYPW2HWBP,
337,R3VH0WTWHPPZ2J,
338,RRCQF0VCYZ6N8,
339,R2EFBNSZT9IRND,
340,R3MX75FC2CGHOC,
341,R1OZX9WYQ940RV,
342,R1MC8VL343X9DC,
343,R3MBDE37ZV1AED,
344,R3G28GLRTLCRJE,
345,R250NTBVUH60R2,
346,R1UZ4ZOFKLYFTU,
347,R1CI3NQMNHZAT2,
348,RNWY6AZEHFT13,
349,R3VRSHPBHA2J6V,
350,R33RHXXUGMFYV2,
351,R2OIU8MPEGMFNJ,
352,R1XU0GEW1CPG7F,
353,R1UJKAZ5SXV8Z3,
354,R3LQN8R6A33ODG,
355,RS9MIKBKH3WUQ,
356,R1JN3K1WLOL7GZ,
357,RAJQ4GKZOYYEQ,
358,R1OGK0PSRN5JMC,
359,R18I571BHZ0PKC,
360,R1485XN188W1S9,
361,R1E4NGFC7ODLH2,3
362,R2CAX6ZHMTAV5J,2
363,R39F41AISO57V5,2
364,R6MQUHIX779DH,5
365,REK900IFX1FG2,1
366,R5B41OB4OJMF8,6
367,R1VBBV8NBB9OVV,2
368,R2P2C53T8NF0Q9,2
369,R7JLRGMZSWYGP,1
370,RL41HXZWU8NAA,0
371,R30R3L8EGPB814,7
372,R1O0QU8UN5TJV1,12
373,R3868LTIZC2VPH,2
374,R1J8QY7PLHBYP9,6
375,R1FUL0DH8LD3B2,16
376,R3DAV1RU32KB6,3
377,R1BSH8GGV2CRUT,17
378,RSM8IIZNXLMJ4,6
379,R1SO3XDID39EBP,4
380,R1KSZNT9HY67RT,4
381,RWBK1UIJN8D4V,4
382,R123DWCGTXFNY1,5
383,R2XKM7FGYWZBCO,16
384,R8AFLAH1UKGZ7,31
385,R287CBOQ7YGCZQ,7
386,R52S6O439TN6C,18
387,R3MS0MZUN0JIDD,20
388,R1PRP7FZCJVQ2H,2
389,R5HAET8ZNP32Z,0
390,R1JRLMAKBTCLN5,2
391,R1GQVPF1S6U7OQ,7
392,R12UVW371KNY2E,17
393,RE8NDA7SZ400N,3
394,R2Y9Y4MC5IY1UC,6
395,RNFO36T5M7UJU,32
396,RAQ54PZPP1FS8,11
397,R2PZPA3POOET86,18
398,RYO914LZ95OT5,19
399,R15BAAXCAM7VBC,1
400,RLSGF7Y78Y4FC,17
401,R10L0MKDYMTB,18
402,R2SXKPGHMLPZDD,20
403,R1761OIP9OG1HD,33
404,R1KYRPJ23OCRDV,21
405,R1IYH8CLA3P4DN,16
406,R3BMI3FSRW0XYI,21
407,R1ID37TXZJTY6W,3
408,R19GQSK9BI9WZ7,3
409,RSZQYUCFJH42X,17
410,R3C7THUQGFP7MS,18
411,RLEKWGUC5Y1AW,22
412,R2GD56KGWSY7FB,8
413,R3NYFF8JP2UEWJ,23
414,R3GBJVJZ6PTIE8,34
415,R2W8NBUN2KKP5R,19
416,R17NI3LSCEBVV3,1
417,R38LP8HT6ERSZR,9
418,R1CXGPYL26892H,10
419,R27LTTRQJ3BV6F,0
420,RPHHNURKYXVOE,1
421,R3B49K40GLUU4Q,17
422,R2Y705IL8SGXTY,5
423,RLOWX194NW2CT,5
424,R2LQMP3CL04QK3,3
425,R1HBEGMREIUJ1S,0
426,R3EU3DKFZMNNCO,19
427,R250RALSNQNLYX,0
428,R1B8THRI9HVXSG,1
429,R1IP82KZJT56JA,33
430,RB8XMOZ83DXWX,3
431,R2MWZDCZ8YWM3I,3
432,RUFR0CXV1IJKQ,0
433,RNWZI0MP6E45K,7
434,RJNS0DBRVEP,34
435,RCSEI3UIDDIIG,0
436,R2BB5FZMLB2QIG,4
437,R27IUG36SCB8CY,0
438,RCLO9ZFFYIUF6,0
439,R2GHPIYAG7KDM0,3
440,R33W8YOTDZXE8Q,11
441,R1XW9ZY9FPWSH5,0
442,R2SJUL81OYMVHM,4
443,R3DNLY0PHATOAZ,0
444,R2SMUASO5R0H4D,4
445,R1D7G6VQ98FT5D,2
446,R3S98HNPWQHF8M,33
447,RBHGJ2M2LKIPI,3
448,R114HQIEBBAOV9,0
449,RUS78OBC4S1PH,0
450,R31WIE2F87KPV3,0
451,R30Y39WVJWTZ3Y,24
452,R1A5EKAJZXKV85,12
453,R2YPBIBRTDYB2O,2
454,R1LY0GB03L7RP9,7
455,R2GO6O2J48J4LW,0
456,R25GL8EX6EVDC3,17
457,R158JQ98BE76YB,3
458,R14TLZM2QF5EJB,2
459,R2LZRK0M3BNLEX,2
460,R1A3F10PH3U5HA,2
461,R3H2WQLWOMNEF9,33
462,R20DVIESXJLGQR,5
463,R1TE7APWMZQMCB,3
464,RP4WEMW9D3B0X,4
465,R1GKGILJXCVOCS,8
466,R377O9TE0SMJZW,10
467,R24ZAJ3F1QL6MX,11
468,R1VA7GB2ABF72T,21
469,R1CJTHP6OMO5IH,2
470,R2CRHGAJOHEU1V,18
471,R1DFU91BV5G84B,4
472,R2VCW5I41FYA4J,3
473,R3SSB09MTWBRUT,1
474,R1ZI00FBUH7YW6,0
475,R1SOKIHVJ8FXBU,0
476,RYPRZUREU2JWX,12
477,RJNVMW790748M,19
478,RAFCTAPC9830B,1
479,R2BCHX0J54A8K5,3
480,R3JTPOGKH46SUZ,9
481,R6SRC5UQKQ35G,32
482,R7Y8T33D96FUF,19
483,R1C2Z19870O0WV,33
484,R3739TFQ7WYJ24,3
485,RF2QZQFNIYS6H,1
486,RZLXY20JQX1V9,13
487,R1IBBSGUCYP8YN,13
488,RH22JVNFSKA12,1
489,R2S8GCID09C1YU,1
490,RPCCBZUWAT9UD,3
491,R25CIHOV0T4XUG,6
492,R2IKS6CBUYAS37,7
493,R7QJNC1V5AH30,1
494,R12112IWR28BYQ,12
495,R16009W5Q2WVKE,6
496,R37PHIEBEYTY6O,20
497,R2OO63WBYY7CCH,13
498,RYRO84U8L2K57,21
499,R3EI5IB677BYJ0,3
500,RQGIAL2IV1BE4,4
501,R1NISD8PJOSNO3,20
502,R6IQH1HGZME8G,8
503,R19PJLTTS7L2P0,8
504,R1A39HBQ7NOY7S,4
505,R2GB0IOS5RQP25,2
506,R1HHMFKTBHVUVT,9
507,R19D592U4AZL4C,5
508,RRBBG4OT3LH98,0
509,R3ABYIW7WV7TLA,3
510,R35CYJGY58UQK4,6
511,R206V0UOVJAWZM,30
512,R3M1AP275CJEAJ,8
513,RQULSFOBZYQAA,13
514,R13INF8V172YXV,21
515,R2I8T0O0MJFACC,20
516,RBRET1NT75K89,4
517,R329LSZV6CLPNJ,10
518,R35VUZSYZWBG7E,2
519,ROM7KRR3P548S,30
520,R1BUF17R0E7EKZ,9
521,R23LTTQPRNA9DB,21
522,RYIJF2DB70DUD,14
523,R1WU7BE1XQNEDL,0
524,R1SNJ1CC6D0KTO,1
525,R14M13Y9PKO04V,9
526,R1NSMUR2GF6B7Q,2
527,RVAF03GVD0ZHL,31
528,R1MRPSOCTXBDDY,4
529,R3VZ1IU1CU8HV4,9
530,R3OYYR7CEU9LOH,14
531,R1EBGO88JO2FKR,3
532,R16HTD6JM257UL,4
533,R3P4REBNZ2MZZ1,5
534,R328WXXC6RW7UH,0
535,RERNFI0YN1T8J,3
536,R196UUBCDMWV3M,1
537,R83VC4MCIN8XX,6
538,R1IHZJNTR0IAZ7,10
539,R24Y4156T4S1TA,7
540,RDAAFROUB12FY,10
541,R3C0TOOPQXM2KI,14
542,R2QW9203REL7F6,17
543,RDGD4VXYFLEZ4,21
544,R24H8MFE03ZCWL,2
545,R231O7X8KMCJ9E,1
546,R24Y2VT63904QK,1
547,R1YQ04V88XLD3J,0
548,R1F0QBPFC5EKFK,2
549,R37XWJ6FT5MNKM,4
550,R3R8INGHOEJAND,0
551,R54BN14DKOZL7,30
552,RTT4JX7LPPPMG,1
553,R3FWRSZP75WOCW,14
554,R191WH42AV3H9I,15
555,R25Q0OHXNG4GVO,16
556,R2MUS5HPE1QSDI,0
557,R21F3F21WFXS6C,0
558,R3GW9G2XXPRKY1,1
559,R153JF7KLUNSBF,30
560,R3Q7WN45Y0JDKA,31
561,R46M0BTBOBJ4O,8
562,R1ORQB4XEWZK4K,7
563,R3ELNM193FDF5C,14
564,R107ZK2WLLU4FV,14
565,R64Y35843DR5N,2
566,R1FZARZCSDR4VU,3
567,R2KDK1959SGIQ0,2
568,R3QXNWSPWEQG0R,2
569,R1DMGT84YRTSNA,3
570,R29BTYDNA3TI8B,0
571,RFUZTGQE9SFDD,1
572,R2KPOVLM11IDS7,5
573,R13MX1MZPLD4W3,3
574,R10G6H8KTST619,1
575,R28NXNGBEFKDO5,9
576,R3RKOYG3MDKY4H,4
577,R3SJR1BQ4KQO0W,9
578,R2ZBZI2WPE0ZVX,10
579,R1U2DYO9LX98XN,5
580,R3EPB9H7YXJZER,6
581,R1A0XOV107MHMN,19
582,R1LE8BYN317BU6,6
583,R2SHXLY8HNAFYV,20
584,R319YQQ8B5JRU5,1
585,R3DOQ028N3XRHA,0
586,R2YIG1WBEKIUJ4,10
587,R2E1VJEKHS7A9,10
588,R2OWXVFMBBBQNM,16
589,R2OSIPDB8A34NR,2
590,R3DC1FRZ3ET6ZL,3
591,R391KQ41LYRDLK,4
592,R18G9UXZY4J8EV,10
593,R37I54UYJ7JMXG,4
594,R2FH680QN0DD8R,7
595,R1NVNC91Q6ZM8M,12
596,R1EGKIW3FHDGAZ,1
597,R1Z9PCYGUK4EI2,11
598,R2KPY4VU63MRI8,13
599,R2ZO40X7YMTJ3S,11
600,RYNBIV19CNV2N,11
601,R304EUQCJTK174,16
602,R23YCR0QO3F6GT,1
603,R9H3Z2TI6HYHU,16
604,RNJ5HSD62I2I1,3
605,RQV0X4DFBEWGE,1
606,R2WAD3ZD6W9D1E,4
607,RA81V2O5OOYX3,2
608,R3R3Q5QWCVJQ3D,8
609,R33XY8KSA6ABUE,7
610,RLRYTXZSI20IE,9
611,R2P62OKMI99UXH,1
612,R1QZ05SA7PS52M,26
613,R2EA9V49JTFNXA,2
614,R1JE12MJ6VWVJP,3
615,R1BL10LRFAVUT,3
616,R15NHYIAP93FVM,8
617,RMV7NHQ35DNAU,10
618,R1YH547DPNXF82,4
619,RK4BQJV718RT0,2
620,R31AL0WY89G33,3
621,R2BBX8SGLKCCY0,17
622,RMW2VOQZZM7PG,25
623,RDWLRMDCP86K0,7
624,R2JUZKJ5XP3JAG,15
625,R2R2QULJPSDKL0,2
626,R168RFZWIKNZ4H,1
627,R1D9HFJ8ENN87E,3
628,R1I29VTCZAHKDL,1
629,R1FF5VIA10I6EN,12
630,R1SOTC0UUGK3P6,3
631,R2RNF3NLQ5W1KA,16
632,RD2XFNADGLAYG,26
633,R2SAAOS6DVAV5Z,3
634,R6BR2GP96QMTV,16
635,R2RFOKZMB7FYP3,8
636,R3RXBHYPMMXPMC,4
637,R13BGP59662S1M,2
638,R1AVHMESO5IB80,2
639,R2OIRO073ZPBLQ,6
640,R2NQUH50Q7JGC2,1
641,R1VR02G0CEF2G6,11
642,RJ86KCGRXUEF2,12
643,R2XDON9JUU0X23,8
644,R32TTHZFLKHESQ,9
645,R1LCRDJY6QYL6K,4
646,R2LX0ZIGCHYOOG,3
647,R1C63C2KHAFAUS,12
648,R32O9V0NASMGG0,26
649,R36GB4R75NWGKV,7
650,R228Q4YGQ48WQ4,13
651,RL48FFGBAJX0H,27
652,R3NJ9RSWMZMKY9,4
653,R3POYMOFB9EZQG,2
654,R1J0XX0PTYIF3B,10
655,REG490OD7WPB6,0
656,R28EQI4FFM56QF,27
657,RASI2KJC0JDTL,1
658,RJ9VV71726BA2,28
659,R2AZ5XYT5YIR3U,12
660,R351UFBVP7V6EY,1
661,R28BKAW0EKL5Q4,3
662,R1IQ7LQUS2F782,5
663,R7PTQVFE1AHFG,16
664,R3FMMX3NAVDMMD,29
665,R3H2KIM6OTBMHK,7
666,R1VGQY7YVM2HE6,16
667,R1OR3ZYS3VITFJ,5
668,R3EUU23WX18EL6,1
669,R1XHHPOXDPXVBE,15
670,R39ZYPAOWPNM9,2
671,R26YBKMZKW8UFU,13
672,R3L4BKW6F2Z995,17
673,R1UWUJ7H63OVF5,1
674,RCZHVPQK8B367,6
675,R2J5GT45QBY0H3,27
676,R1YTD08I7E13XY,6
677,R2WESD3XSD75Y3,2
678,R3AC4TGFK9SU2S,7
679,R12UC8EZ8IDJ30,11
680,R3U2Y8SB5UV7ZN,7
681,R2UL52CFAPMLO3,10
682,RXFX7HD0J9KIO,3
683,RX7UGP2MDG0PQ,5
684,R2D409GBBJ4XCZ,16
685,R380TM2Y04MUZ1,13
686,R29ZZKP9GXNE3J,10
687,R36GVY47BE52WH,3
688,R32RR68DTIY5KE,15
689,R2JDRQWXCFZW4F,5
690,R2CI6F5VIKN88L,1
691,R2DGAW69BHUBIR,10
692,RB4X6GC6Y39TC,25
693,RDWHPFXZKAC7X,2
694,R2W9R0V0HT78XJ,3
695,R1HUNK227DOMWB,13
696,R30ELRVALL17O0,26
697,R1LILLQ8VP0JYL,3
698,R17G6O3MYOMNWS,7
699,R200JG7FOGPCEB,11
700,RXTP4QS455S8W,7
701,RSFN9H0YS8LDI,4
702,R1TKIUFBU90TVE,27
703,R18P5P0OBSCYUH,4
704,RN9I5EAY4BCPF,2
705,R2FQC7Q8GUK1MF,10
706,RPL6MVINWS8R5,2
707,R3GZG7HZWAON40,8
708,R2BC7LJEIK5LO0,11
709,R1KJ2NFGQ8EEB6,8
710,RFWOXTMGJ1CK,13
711,R1EEKFKS6RKJE4,2
712,R36DSPHJ4AQSR9,9
713,R2PPLOEZ1A1QYB,9
714,R3I5KCDG5U9TZU,6
715,RJW0H8KL5V7ZK,17
716,R35AM3M0ANHDIZ,10
717,R2YPXLQGY8ZCIS,1
718,R37NFP8FFECTH6,16
719,R3IK47LQXTWFM5,0
720,R32EYGP21HKQYX,18
721,R2FP84MRA59HM4,1
722,R1YX9DFPDVWMFU,2
723,R2YH1LQLQ8EF4L,3
724,R3TJMWIBN8NUJ8,15
725,R1ZG6GJ85KKG7F,3
726,RQYUTNPT6B7M6,7
727,R1EWUCYR6GPVQW,0
728,R2IAD9GKL7BC8P,4
729,R2GVDWM6Y6OAKP,2
730,R32Q1KF6XVXQY9,10
731,R3QQ79TAI14KUU,26
732,R1Q9H4UHD171H,6
733,R193E4N1L76PHC,2
734,R3EDDVN2HHA788,1
735,R3AFKT9TTNKFEH,10
736,R3H9IUFDRV6MB5,3
737,R2Z20LCDW8QC05,12
738,R25Z54WZYEFAEA,25
739,R3DQ71ASQH342Q,11
740,RSO61FRIPGO9L,26
741,R19VZPFQ314F9S,1
742,R343JSO3O9K2IC,2
743,R29523RUEG4DIU,11
744,R2JKD4RKHCWAXA,11
745,R3FZQ9GHSR4X8M,5
746,R10EJ7668DQXKY,14
747,R2PM1IG45XSQQ4,3
748,R5LVUW9GLL3AA,3
749,R3IPKX89854VWQ,12
750,RJFB5P6QGSDHJ,4
751,R2QOPTV9ZTF48T,24
752,R10LKH6RKNNNOT,4
753,R1BNNMM84UOT9Z,4
754,R197JKMB8T6ILR,13
755,R1NWBPVO8A680F,11
756,RUIS0SWYLIXFP,14
757,R3HVNPZJM3PLWM,13
758,R1FG68Q173PO22,0
759,R1L96TRDPBAGNV,0
760,R3UIL5CYEJ8M5O,5
761,R2OQZ4EB82IOSM,6
762,R37H25UU5N097H,16
763,R2E7BGBHB4XUPS,0
764,R2AZGZJ3UBM0W5,12
765,R1CWIHTTJ55FDJ,0
766,R3136S7N8Z88IY,10
767,RA8EEZJANJXUX,4
768,R36Y6MKL8GF1DA,1
769,R1OI6PR5M394OP,11
770,RZ8O9EG0K0JAO,5
771,R1QA75L2QQTCDP,6
772,R3JM3H7G1EJ6W0,4
773,R2EIHQYU3M0HAV,0
774,R1Z8Z8BQLJJ605,6
775,R21HHNKFNEIAOV,13
776,R3O77S5TGL2C2S,3
777,R2G0U3TAQYL9W5,2
778,R3JKDB5DZ17R5I,5
779,R1XVM4K3IEVAC6,12
780,R65CD1WB939X2,2
781,RP7HAZGYN5AVR,0
782,RPH513EUIQT7,0
783,R25RDIV1L9OB7B,13
784,R3GW9W5F258IE5,0
785,RPKIKON9M7VLQ,22
786,RT764ZRPAHI7R,7
787,R5815VUBQ3HHQ,4
788,R2GYIH1BECCNIZ,9
789,R2XYSJAV3R4OR5,23
790,R23M0HMLZ0ADL6,9
791,R13U9NXD8J2E62,13
792,R2Q6BXBXTUE3SM,1
793,R321QXLBJD9QZ2,0
794,R2M501UK7M49QB,14
